,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth
79,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,46.4,2,7,80,1,0,3,3,15,30,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,92,,,-1
80,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,47.21666667,2,7,81,1,0,3,3,15,40,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,,,-1
81,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,47.98333333,2,7,82,1,0,3,4,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,,,-1
82,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,48.26666667,2,8,83,1,0,3,4,15,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,,,-1
83,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,48.93333333,2,8,84,1,0,3,4,15,15,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1
84,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,49.96666667,2,8,85,1,0,3,4,30,15,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,,,-1
85,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,50.68333333,2,8,86,1,0,3,4,40,15,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,,,-1
86,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,51.4,2,8,87,1,0,4,4,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,,,-1
87,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,52.23333333,2,9,88,1,0,4,4,15,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,,,-1
88,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,52.86666667,2,9,89,1,0,4,4,15,15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115,,,-1
89,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,53.18333333,2,9,90,1,0,4,4,15,30,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,98,,,-1
90,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,53.66666667,2,9,91,1,0,4,4,15,40,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,,,-1
91,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,54.01666667,2,9,92,1,0,4,4,30,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,97,,,-1
92,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,54.53333333,2,9,93,1,0,4,5,0,0,2,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,,,-1
93,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,54.8,2,10,94,1,0,4,5,0,15,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,115,,,-1
94,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,55.23333333,2,10,95,1,0,4,5,15,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,,,-1
95,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,55.7,2,10,96,1,0,4,5,15,30,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,,,-1
96,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,56.4,2,10,97,1,0,4,5,15,40,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,-1
97,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,57.21666667,2,10,98,1,0,4,5,30,40,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,99,,,-1
98,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,58.01666667,2,10,99,1,0,4,5,40,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,112,,,-1
99,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,58.58333333,2,10,100,1,0,4,5,40,AD,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,103,,,-1
100,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,59.5,2,10,101,1,0,4,5,40,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,123,,,-1
101,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,60.38333333,2,10,102,1,0,4,5,AD,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,,,-1
102,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,60.88333333,2,10,103,1,0,4,5,40,40,1,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,,,-1
103,2023-wimbledon-3301,Wesley Koolhof,Max Purcell,61.78333333,2,10,104,1,0,4,5,40,AD,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,97,,,-1
